Sales Person,Product,Date,Sales,Boxes,Expenses,Category,Team
Rafaelita Blaksland,Manuka Honey Choco,2022-07-24,"$3,647",114,"$1,080",Other,Yummies
Madelene Upcott,Almond Choco,2022-07-24,$875,55,$764,Bars,Jucies
Oby Sorrel,Milk Bars,2022-07-24,"$5,271",189,$335,Bars,Jucies
Camilla Castle,Smooth Sliky Salty,2022-07-24,$693,37,$199,Bars,Tempo
Camilla Castle,Baker's Choco Chips,2022-07-24,"$2,667",178,"$1,115",Bars,Tempo
Karlen McCaffrey,Peanut Butter Cubes,2022-07-24,"$1,449",61,$296,Bites,Yummies
Husein Augar,Peanut Butter Cubes,2022-07-24,$644,27,$153,Bites,Yummies
Ches Bonnell,Almond Choco,2022-07-24,"$11,788",786,"$11,961",Bars,Tempo
Karlen McCaffrey,70% Dark Bites,2022-07-24,$385,33,$286,Bites,Yummies
Dotty Strutley,Fruit & Nut Bars,2022-07-24,$238,14,$21,Bars,Delish
Camilla Castle,Raspberry Choco,2022-07-24,$189,9,$65,Bars,Tempo
Barr Faughny,Choco Coated Almonds,2022-07-24,"$5,642",314,"$3,745",Bites,Yummies
Jehu Rudeforth,85% Dark Bars,2022-07-24,"$11,858",659,$445,Bars,Tempo
Jehu Rudeforth,Spicy Special Slims,2022-07-24,"$3,584",171,"$1,559",Bites,Tempo
Brien Boise,White Choc,2022-07-24,"$3,808",347,$89,Other,Jucies
Jan Morforth,70% Dark Bites,2022-07-24,"$2,611",238,"$2,256",Bites,Delish
Roddy Speechley,Peanut Butter Cubes,2022-07-24,"$3,045",127,$693,Bites,Delish
Jehu Rudeforth,White Choc,2022-07-24,"$5,369",448,$115,Other,Tempo
Mallorie Waber,50% Dark Bites,2022-07-24,"$10,353",1036,"$2,640",Bites,Tempo
Roddy Speechley,Milk Bars,2022-07-24,"$4,613",171,$367,Bars,Delish
Camilla Castle,85% Dark Bars,2022-07-24,"$3,311",166,$111,Bars,Tempo
Van Tuxwell,Raspberry Choco,2022-07-24,"$9,212",658,"$4,173",Bars,Yummies
Beverie Moffet,Orange Choco,2022-07-24,$49,4,$40,Bars,Jucies
Jehu Rudeforth,Spicy Special Slims,2022-07-24,"$4,844",202,"$1,860",Bites,Tempo
Mallorie Waber,Raspberry Choco,2022-07-24,"$2,513",120,$864,Bars,Tempo
Gigi Bohling,Mint Chip Choco,2022-07-24,"$16,653",1041,"$2,406",Bars,Delish
Kelci Walkden,Eclairs,2022-07-24,$0,0,$0,Bites,Yummies
Van Tuxwell,85% Dark Bars,2022-07-24,"$3,052",161,$126,Bars,Yummies
Dotty Strutley,Baker's Choco Chips,2022-07-27,"$5,600",350,"$2,554",Bars,Delish
Andria Kimpton,Drinking Coco,2022-07-27,"$10,906",364,$839,Other,Jucies
Madelene Upcott,Almond Choco,2022-07-27,"$7,658",365,"$5,262",Bars,Jucies
Gunar Cockshoot,Mint Chip Choco,2022-07-27,"$1,232",59,$122,Bars,Yummies
Mallorie Waber,70% Dark Bites,2022-07-27,"$1,470",164,"$1,244",Bites,Tempo
Brien Boise,Peanut Butter Cubes,2022-07-28,"$3,150",126,$605,Bites,Jucies
Gunar Cockshoot,Choco Coated Almonds,2022-07-28,"$11,718",533,"$7,274",Bites,Yummies
Roddy Speechley,Smooth Sliky Salty,2022-07-28,"$8,575",477,"$2,586",Bars,Delish
Kaine Padly,Fruit & Nut Bars,2022-07-28,"$5,950",458,$817,Bars,Delish
Jehu Rudeforth,White Choc,2022-07-28,$245,25,$7,Other,Tempo
Camilla Castle,Milk Bars,2022-07-28,"$14,189",568,"$1,218",Bars,Tempo
Barr Faughny,White Choc,2022-07-28,"$6,566",657,$188,Other,Yummies
Roddy Speechley,85% Dark Bars,2022-07-28,"$6,286",300,$213,Bars,Delish
Oby Sorrel,Drinking Coco,2022-07-28,"$10,836",417,"$1,043",Other,Jucies
Barr Faughny,Choco Coated Almonds,2022-07-28,$616,44,$525,Bites,Yummies
Camilla Castle,Organic Choco Syrup,2022-07-28,"$3,528",147,$295,Other,Tempo
Mallorie Waber,Drinking Coco,2022-07-28,"$3,584",163,$440,Other,Tempo
Dotty Strutley,85% Dark Bars,2022-07-28,"$2,149",98,$70,Bars,Delish
Beverie Moffet,Choco Coated Almonds,2022-07-28,"$14,476",658,"$6,943",Bites,Jucies
Dennison Crosswaite,Choco Coated Almonds,2022-07-28,"$11,760",840,"$10,983",Bites,Yummies
Wilone O'Kielt,85% Dark Bars,2022-07-28,"$3,339",167,$135,Bars,Delish
Mallorie Waber,Mint Chip Choco,2022-07-28,"$6,510",326,$879,Bars,Tempo
Rafaelita Blaksland,Almond Choco,2022-07-28,"$7,042",307,"$4,016",Bars,Yummies
Gigi Bohling,Spicy Special Slims,2022-07-28,"$12,768",456,"$3,947",Bites,Delish
Van Tuxwell,Almond Choco,2022-07-29,"$4,102",196,"$2,826",Bars,Yummies
Mallorie Waber,Almond Choco,2022-07-29,"$12,180",580,"$7,045",Bars,Tempo
Brien Boise,Mint Chip Choco,2022-07-29,"$9,506",529,"$1,390",Bars,Jucies
Madelene Upcott,Milk Bars,2022-07-29,"$1,162",41,$70,Bars,Jucies
Marney O'Breen,70% Dark Bites,2022-07-29,$567,81,$621,Bites,Yummies
Curtice Advani,70% Dark Bites,2022-07-29,"$8,365",761,"$5,834",Bites,Delish
Camilla Castle,Baker's Choco Chips,2022-07-29,"$4,599",288,"$2,049",Bars,Tempo
Gigi Bohling,Mint Chip Choco,2022-07-29,"$7,413",391,$797,Bars,Delish
Kaine Padly,70% Dark Bites,2022-07-29,"$6,069",759,"$6,569",Bites,Delish
Barr Faughny,Orange Choco,2022-07-29,"$5,068",724,"$6,807",Bars,Yummies
Camilla Castle,Peanut Butter Cubes,2022-07-29,"$5,474",219,"$1,144",Bites,Tempo
Dotty Strutley,Baker's Choco Chips,2022-07-30,"$9,954",830,"$4,845",Bars,Delish
Marney O'Breen,Smooth Sliky Salty,2022-07-31,"$11,592",682,"$3,697",Bars,Yummies
Barr Faughny,50% Dark Bites,2022-08-26,"$4,067",170,$562,Bites,Yummies
Kelci Walkden,After Nines,2022-08-05,"$14,553",910,"$6,925",Bites,Yummies
Rafaelita Blaksland,70% Dark Bites,2022-08-24,"$2,730",137,"$1,197",Bites,Yummies
Jan Morforth,Smooth Sliky Salty,2022-08-19,"$9,625",642,"$3,803",Bars,Delish
Marney O'Breen,Peanut Butter Cubes,2022-08-28,"$10,255",733,"$4,071",Bites,Yummies
Kelci Walkden,Baker's Choco Chips,2022-08-05,"$1,323",67,$485,Bars,Yummies
Wilone O'Kielt,Mint Chip Choco,2022-08-28,"$16,800",800,"$1,776",Bars,Delish
Jan Morforth,85% Dark Bars,2022-08-10,"$2,996",428,$313,Bars,Delish
Marney O'Breen,Almond Choco,2022-08-13,"$9,093",325,"$4,468",Bars,Yummies
Van Tuxwell,Peanut Butter Cubes,2022-08-05,"$1,400",88,$373,Bites,Yummies
Barr Faughny,Spicy Special Slims,2022-08-13,"$2,947",328,"$2,990",Bites,Yummies
Beverie Moffet,Caramel Stuffed Bars,2022-08-03,"$4,830",537,$444,Bars,Jucies
Dotty Strutley,After Nines,2022-08-05,"$3,444",173,"$1,086",Bites,Delish
Gigi Bohling,50% Dark Bites,2022-08-21,"$16,121",621,"$1,878",Bites,Delish
Gigi Bohling,Choco Coated Almonds,2022-08-04,"$2,149",114,"$1,373",Bites,Delish
Dennison Crosswaite,Orange Choco,2022-08-21,"$5,649",354,"$3,173",Bars,Yummies
Gunar Cockshoot,Orange Choco,2022-08-28,"$2,842",203,"$2,051",Bars,Yummies
Kelci Walkden,Milk Bars,2022-08-18,"$2,296",144,$253,Bars,Yummies
Mallorie Waber,Peanut Butter Cubes,2022-08-11,"$12,481",1041,"$4,410",Bites,Tempo
Roddy Speechley,Baker's Choco Chips,2022-08-03,"$8,701",363,"$2,494",Bars,Delish
Van Tuxwell,Smooth Sliky Salty,2022-08-04,"$1,337",103,$620,Bars,Yummies
Marney O'Breen,Caramel Stuffed Bars,2022-08-07,"$1,470",123,$123,Bars,Yummies
Andria Kimpton,Baker's Choco Chips,2022-08-28,"$9,373",427,"$2,493",Bars,Jucies
Dotty Strutley,Orange Choco,2022-08-07,"$2,877",206,"$2,172",Bars,Delish
Brien Boise,Drinking Coco,2022-08-20,"$8,113",1353,"$3,151",Other,Jucies
Roddy Speechley,Caramel Stuffed Bars,2022-08-03,"$12,145",1013,$956,Bars,Delish
Roddy Speechley,Caramel Stuffed Bars,2022-08-07,"$14,665",1467,"$1,504",Bars,Delish
Gigi Bohling,Drinking Coco,2022-08-26,"$8,421",1404,"$3,374",Other,Delish
Brien Boise,Manuka Honey Choco,2022-08-14,"$6,307",574,"$4,620",Other,Jucies
Karlen McCaffrey,Raspberry Choco,2022-08-03,"$13,048",653,"$4,619",Bars,Yummies
Ches Bonnell,85% Dark Bars,2022-08-18,"$10,192",1274,$949,Bars,Tempo
Oby Sorrel,Manuka Honey Choco,2022-08-19,"$3,857",322,"$2,338",Other,Jucies
Rafaelita Blaksland,Orange Choco,2022-08-24,"$3,997",236,"$2,364",Bars,Yummies
Dennison Crosswaite,Mint Chip Choco,2022-08-05,"$1,183",54,$111,Bars,Yummies
Roddy Speechley,Caramel Stuffed Bars,2022-08-10,"$9,849",1095,"$1,103",Bars,Delish
Karlen McCaffrey,After Nines,2022-08-14,"$7,756",409,"$2,594",Bites,Yummies
Dotty Strutley,Orange Choco,2022-08-21,"$2,058",147,"$1,163",Bars,Delish
Karlen McCaffrey,Manuka Honey Choco,2022-08-07,"$8,477",707,"$6,360",Other,Yummies
Karlen McCaffrey,Orange Choco,2022-08-19,"$3,647",215,"$1,814",Bars,Yummies
Roddy Speechley,Peanut Butter Cubes,2022-08-18,"$5,985",461,"$2,191",Bites,Delish
Jehu Rudeforth,Fruit & Nut Bars,2022-08-25,"$8,218",822,"$1,415",Bars,Tempo
Kelci Walkden,Orange Choco,2022-08-13,"$4,494",265,"$2,771",Bars,Yummies
Dotty Strutley,Spicy Special Slims,2022-08-25,"$4,900",700,"$7,220",Bites,Delish
Mallorie Waber,White Choc,2022-08-07,"$11,949",1328,$329,Other,Tempo
Jehu Rudeforth,99% Dark & Pure,2022-08-11,"$13,139",939,"$4,725",Bars,Tempo
Madelene Upcott,White Choc,2022-08-06,"$8,288",1382,$362,Other,Jucies
Oby Sorrel,Milk Bars,2022-08-14,"$2,765",185,$352,Bars,Jucies
Gigi Bohling,Smooth Sliky Salty,2022-08-19,"$3,794",271,"$1,401",Bars,Delish
Andria Kimpton,50% Dark Bites,2022-08-05,$714,30,$92,Bites,Jucies
Dennison Crosswaite,Baker's Choco Chips,2022-08-10,"$9,779",426,"$2,409",Bars,Yummies
Jehu Rudeforth,Milk Bars,2022-08-07,"$6,237",446,$915,Bars,Tempo
Beverie Moffet,Fruit & Nut Bars,2022-08-28,"$6,573",598,$886,Bars,Jucies
Oby Sorrel,White Choc,2022-08-06,"$14,777",2463,$646,Other,Jucies
Madelene Upcott,Choco Coated Almonds,2022-08-14,$609,36,$392,Bites,Jucies
Husein Augar,Baker's Choco Chips,2022-08-07,"$2,660",133,$865,Bars,Yummies
Jan Morforth,50% Dark Bites,2022-08-26,"$5,208",193,$594,Bites,Delish
Camilla Castle,85% Dark Bars,2022-08-24,$231,33,$23,Bars,Tempo
Curtice Advani,Smooth Sliky Salty,2022-08-21,"$12,341",1029,"$4,856",Bars,Delish
Jan Morforth,Organic Choco Syrup,2022-08-11,"$1,799",164,$309,Other,Delish
Rafaelita Blaksland,Eclairs,2022-08-13,"$11,130",1237,"$3,209",Bites,Yummies
Mallorie Waber,Milk Bars,2022-08-11,"$2,282",163,$310,Bars,Tempo
Husein Augar,White Choc,2022-08-20,"$2,611",373,$107,Other,Yummies
Jehu Rudeforth,85% Dark Bars,2022-08-18,$812,116,$82,Bars,Tempo
Gunar Cockshoot,Choco Coated Almonds,2022-08-19,"$14,196",676,"$8,528",Bites,Yummies
Marney O'Breen,Baker's Choco Chips,2022-08-11,"$9,163",382,"$2,764",Bars,Yummies
Jehu Rudeforth,Peanut Butter Cubes,2022-08-07,"$9,219",615,"$2,634",Bites,Tempo
Andria Kimpton,50% Dark Bites,2022-08-10,"$10,374",385,"$1,251",Bites,Jucies
Dotty Strutley,50% Dark Bites,2022-08-05,"$15,988",640,"$1,631",Bites,Delish
Jehu Rudeforth,99% Dark & Pure,2022-08-10,"$6,363",490,"$2,534",Bars,Tempo
Van Tuxwell,Fruit & Nut Bars,2022-08-26,"$3,976",398,$710,Bars,Yummies
Ches Bonnell,Choco Coated Almonds,2022-08-06,"$5,607",330,"$4,125",Bites,Tempo
Mallorie Waber,Baker's Choco Chips,2022-08-28,"$3,598",150,$940,Bars,Tempo
Dotty Strutley,99% Dark & Pure,2022-08-19,"$3,598",277,"$1,200",Bars,Delish
Beverie Moffet,85% Dark Bars,2022-08-19,"$1,981",331,$260,Bars,Jucies
Dennison Crosswaite,Caramel Stuffed Bars,2022-08-12,"$9,933",1242,"$1,150",Bars,Yummies
Beverie Moffet,White Choc,2022-08-03,$315,45,$11,Other,Jucies
Husein Augar,Orange Choco,2022-08-18,"$11,144",620,"$4,958",Bars,Yummies
Marney O'Breen,Almond Choco,2022-08-24,$497,20,$312,Bars,Yummies
Wilone O'Kielt,Manuka Honey Choco,2022-08-06,"$2,471",177,"$1,271",Other,Delish
Dennison Crosswaite,Drinking Coco,2022-08-12,"$13,363",1485,"$3,421",Other,Yummies
Marney O'Breen,Drinking Coco,2022-08-07,"$3,402",567,"$1,559",Other,Yummies
Barr Faughny,Raspberry Choco,2022-08-07,"$18,011",858,"$5,599",Bars,Yummies
Camilla Castle,Milk Bars,2022-08-13,"$6,811",379,$721,Bars,Tempo
Husein Augar,Drinking Coco,2022-08-10,"$11,438",1430,"$3,330",Other,Yummies
Dotty Strutley,50% Dark Bites,2022-08-11,$210,8,$20,Bites,Delish
Husein Augar,Caramel Stuffed Bars,2022-08-24,"$3,066",307,$262,Bars,Yummies
Andria Kimpton,After Nines,2022-08-18,"$3,584",224,"$1,520",Bites,Jucies
Wilone O'Kielt,Choco Coated Almonds,2022-08-13,"$7,168",378,"$4,465",Bites,Delish
Brien Boise,Eclairs,2022-08-10,"$3,276",298,$882,Bites,Jucies
Barr Faughny,Spicy Special Slims,2022-08-28,"$5,138",571,"$5,153",Bites,Yummies
Dennison Crosswaite,Choco Coated Almonds,2022-08-14,"$3,710",196,"$2,608",Bites,Yummies
Marney O'Breen,After Nines,2022-08-18,"$7,588",447,"$3,147",Bites,Yummies
Van Tuxwell,Manuka Honey Choco,2022-08-25,"$3,087",281,"$2,062",Other,Yummies
Dotty Strutley,After Nines,2022-08-05,$0,0,$0,Bites,Delish
Jan Morforth,Drinking Coco,2022-08-07,"$4,424",632,"$1,722",Other,Delish
Rafaelita Blaksland,Organic Choco Syrup,2022-08-17,"$5,152",397,$763,Other,Yummies
Kelci Walkden,Milk Bars,2022-08-19,"$3,409",244,$455,Bars,Yummies
Van Tuxwell,Almond Choco,2022-08-21,"$10,486",404,"$5,878",Bars,Yummies
Gigi Bohling,Organic Choco Syrup,2022-08-26,"$9,065",698,"$1,403",Other,Delish
Karlen McCaffrey,Eclairs,2022-08-21,"$11,417",952,"$2,711",Bites,Yummies
Brien Boise,Peanut Butter Cubes,2022-08-11,"$6,020",430,"$2,226",Bites,Jucies
Dotty Strutley,Eclairs,2022-08-12,"$10,045",773,"$2,136",Bites,Delish
Van Tuxwell,Eclairs,2022-08-06,"$3,731",415,"$1,392",Bites,Yummies
Beverie Moffet,85% Dark Bars,2022-08-07,"$6,853",1143,$732,Bars,Jucies
Dennison Crosswaite,Smooth Sliky Salty,2022-08-10,$994,67,$313,Bars,Yummies
Husein Augar,Mint Chip Choco,2022-08-13,"$1,148",46,$94,Bars,Yummies
Marney O'Breen,Milk Bars,2022-08-18,"$11,564",771,"$1,553",Bars,Yummies
Beverie Moffet,Choco Coated Almonds,2022-08-21,"$10,444",581,"$6,264",Bites,Jucies
Ches Bonnell,Peanut Butter Cubes,2022-08-21,"$16,072",1005,"$4,446",Bites,Tempo
Jehu Rudeforth,99% Dark & Pure,2022-08-24,"$6,363",425,"$2,139",Bars,Tempo
Husein Augar,Organic Choco Syrup,2022-08-14,"$11,137",796,"$1,263",Other,Yummies
Jehu Rudeforth,After Nines,2022-08-06,$826,52,$376,Bites,Tempo
Rafaelita Blaksland,Organic Choco Syrup,2022-08-26,"$6,517",435,$690,Other,Yummies
Brien Boise,Smooth Sliky Salty,2022-08-06,"$1,715",132,$643,Bars,Jucies
Beverie Moffet,Fruit & Nut Bars,2022-08-24,"$3,213",357,$683,Bars,Jucies
Beverie Moffet,Raspberry Choco,2022-08-21,"$9,366",521,"$2,860",Bars,Jucies
Wilone O'Kielt,Organic Choco Syrup,2022-08-03,"$13,202",881,"$1,630",Other,Delish
Beverie Moffet,Organic Choco Syrup,2022-08-25,"$3,724",249,$522,Other,Jucies
Ches Bonnell,70% Dark Bites,2022-08-25,"$5,159",246,"$2,008",Bites,Tempo
Ches Bonnell,85% Dark Bars,2022-08-19,"$8,064",1613,"$1,257",Bars,Tempo
Roddy Speechley,Smooth Sliky Salty,2022-08-07,"$3,773",270,"$1,504",Bars,Delish
Camilla Castle,Raspberry Choco,2022-08-21,$861,44,$266,Bars,Tempo
Madelene Upcott,Spicy Special Slims,2022-08-18,"$7,245",906,"$7,592",Bites,Jucies
Wilone O'Kielt,Choco Coated Almonds,2022-08-24,"$12,971",649,"$8,188",Bites,Delish
Wilone O'Kielt,Smooth Sliky Salty,2022-08-24,"$5,544",396,"$2,048",Bars,Delish
Dennison Crosswaite,Almond Choco,2022-08-25,"$5,026",194,"$3,056",Bars,Yummies
Brien Boise,Baker's Choco Chips,2022-08-14,"$3,955",180,$985,Bars,Jucies
Karlen McCaffrey,Milk Bars,2022-08-18,"$8,260",486,"$1,061",Bars,Yummies
Madelene Upcott,Choco Coated Almonds,2022-08-07,"$9,905",472,"$5,738",Bites,Jucies
Mallorie Waber,Almond Choco,2022-08-19,"$3,206",119,"$1,795",Bars,Tempo
Van Tuxwell,Baker's Choco Chips,2022-08-11,"$2,142",98,$560,Bars,Yummies
Dennison Crosswaite,White Choc,2022-08-28,"$1,547",258,$75,Other,Yummies
Ches Bonnell,Eclairs,2022-08-26,"$5,306",409,"$1,384",Bites,Tempo
Barr Faughny,Almond Choco,2022-08-07,"$4,284",179,"$2,843",Bars,Yummies
Beverie Moffet,Fruit & Nut Bars,2022-08-14,$182,19,$35,Bars,Jucies
Jehu Rudeforth,After Nines,2022-08-07,"$7,742",388,"$2,461",Bites,Tempo
Gigi Bohling,Fruit & Nut Bars,2022-08-27,"$1,897",211,$367,Bars,Delish
Curtice Advani,After Nines,2022-08-24,"$1,113",70,$413,Bites,Delish
Andria Kimpton,Manuka Honey Choco,2022-08-11,"$6,699",609,"$5,142",Other,Jucies
Dennison Crosswaite,Orange Choco,2022-08-14,"$7,805",488,"$4,803",Bars,Yummies
Kelci Walkden,Spicy Special Slims,2022-08-11,"$8,134",1162,"$11,556",Bites,Yummies
Ches Bonnell,99% Dark & Pure,2022-08-28,"$12,901",993,"$4,858",Bars,Tempo
Curtice Advani,Milk Bars,2022-08-14,"$7,189",423,$931,Bars,Delish
Kelci Walkden,Organic Choco Syrup,2022-08-21,"$3,073",205,$343,Other,Yummies
Beverie Moffet,85% Dark Bars,2022-08-17,"$4,319",864,$595,Bars,Jucies
Van Tuxwell,Organic Choco Syrup,2022-08-19,$252,23,$37,Other,Yummies
Oby Sorrel,Manuka Honey Choco,2022-08-07,"$3,094",258,"$1,914",Other,Jucies
Marney O'Breen,Caramel Stuffed Bars,2022-08-04,"$4,578",509,$549,Bars,Yummies
Wilone O'Kielt,Caramel Stuffed Bars,2022-08-26,"$6,153",684,$584,Bars,Delish
Gunar Cockshoot,99% Dark & Pure,2022-08-06,"$2,401",161,$750,Bars,Yummies
Camilla Castle,Peanut Butter Cubes,2022-08-25,"$5,334",411,"$2,031",Bites,Tempo
Kelci Walkden,Choco Coated Almonds,2022-08-27,"$10,766",634,"$7,708",Bites,Yummies
Karlen McCaffrey,Orange Choco,2022-08-05,"$7,651",511,"$5,164",Bars,Yummies
Brien Boise,Smooth Sliky Salty,2022-08-24,$315,20,$94,Bars,Jucies
Jan Morforth,Caramel Stuffed Bars,2022-08-05,"$7,189",654,$659,Bars,Delish
Kelci Walkden,Peanut Butter Cubes,2022-08-24,"$1,918",137,$690,Bites,Yummies
Jan Morforth,Manuka Honey Choco,2022-08-27,"$12,376",884,"$6,976",Other,Delish
Marney O'Breen,Raspberry Choco,2022-08-19,"$1,134",54,$339,Bars,Yummies
Camilla Castle,Raspberry Choco,2022-08-25,"$3,248",155,$870,Bars,Tempo
Brien Boise,Milk Bars,2022-08-11,"$5,670",405,$869,Bars,Jucies
Van Tuxwell,White Choc,2022-08-19,"$5,369",1074,$274,Other,Yummies
Andria Kimpton,Raspberry Choco,2022-08-19,"$3,913",187,"$1,026",Bars,Jucies
Brien Boise,Peanut Butter Cubes,2022-08-11,"$5,922",423,"$2,230",Bites,Jucies
Dotty Strutley,70% Dark Bites,2022-08-10,"$1,988",87,$645,Bites,Delish
Camilla Castle,Manuka Honey Choco,2022-08-19,$273,28,$241,Other,Tempo
Ches Bonnell,Orange Choco,2022-08-10,"$7,679",480,"$4,682",Bars,Tempo
Andria Kimpton,Organic Choco Syrup,2022-08-28,"$7,161",651,"$1,067",Other,Jucies
Madelene Upcott,Fruit & Nut Bars,2022-08-04,"$2,387",299,$572,Bars,Jucies
Gunar Cockshoot,Milk Bars,2022-08-12,"$4,039",238,$524,Bars,Yummies
Camilla Castle,Drinking Coco,2022-08-19,"$6,041",1209,"$3,504",Other,Tempo
Gigi Bohling,White Choc,2022-08-26,"$2,933",367,$105,Other,Delish
Jehu Rudeforth,Baker's Choco Chips,2022-08-24,"$2,772",116,$642,Bars,Tempo
Brien Boise,Caramel Stuffed Bars,2022-08-14,"$2,989",374,$404,Bars,Jucies
Beverie Moffet,Choco Coated Almonds,2022-08-25,"$5,747",320,"$3,890",Bites,Jucies
Kaine Padly,Fruit & Nut Bars,2022-08-14,"$2,485",277,$415,Bars,Delish
Madelene Upcott,Orange Choco,2022-08-05,"$6,475",405,"$3,737",Bars,Jucies
Husein Augar,Spicy Special Slims,2022-08-26,"$10,115",1265,"$11,299",Bites,Yummies
Gunar Cockshoot,Fruit & Nut Bars,2022-08-28,"$11,935",1492,"$2,164",Bars,Yummies
Ches Bonnell,85% Dark Bars,2022-08-19,"$3,052",611,$442,Bars,Tempo
Beverie Moffet,After Nines,2022-08-28,"$5,089",268,"$1,632",Bites,Jucies
Madelene Upcott,White Choc,2022-08-19,"$3,108",389,$84,Other,Jucies
Ches Bonnell,Almond Choco,2022-08-21,"$5,908",247,"$3,792",Bars,Tempo
Mallorie Waber,Manuka Honey Choco,2022-08-05,"$1,792",138,$991,Other,Tempo
Barr Faughny,Organic Choco Syrup,2022-08-14,"$6,321",575,"$1,196",Other,Yummies
Van Tuxwell,White Choc,2022-08-19,"$2,758",307,$68,Other,Yummies
Barr Faughny,Peanut Butter Cubes,2022-08-27,"$6,811",568,"$3,048",Bites,Yummies
Marney O'Breen,Eclairs,2022-08-05,"$6,643",739,"$2,230",Bites,Yummies
Curtice Advani,White Choc,2022-08-14,"$13,328",1904,$440,Other,Delish
Kelci Walkden,Eclairs,2022-08-26,"$5,355",412,"$1,255",Bites,Yummies
Camilla Castle,After Nines,2022-08-20,"$13,062",817,"$5,855",Bites,Tempo
Gunar Cockshoot,Baker's Choco Chips,2022-08-06,"$14,609",636,"$3,636",Bars,Yummies
Dennison Crosswaite,85% Dark Bars,2022-08-19,"$3,556",445,$310,Bars,Yummies
Gunar Cockshoot,Organic Choco Syrup,2022-08-17,"$20,741",1596,"$3,291",Other,Yummies
Mallorie Waber,85% Dark Bars,2022-08-24,"$11,249",1607,"$1,275",Bars,Tempo
Rafaelita Blaksland,Milk Bars,2022-08-18,"$1,757",104,$179,Bars,Yummies
Beverie Moffet,Organic Choco Syrup,2022-08-24,$350,25,$44,Other,Jucies
Curtice Advani,Baker's Choco Chips,2022-08-21,"$1,400",64,$389,Bars,Delish
Barr Faughny,85% Dark Bars,2022-08-13,"$6,769",847,$625,Bars,Yummies
Barr Faughny,After Nines,2022-08-26,"$9,002",563,"$3,820",Bites,Yummies
Madelene Upcott,Manuka Honey Choco,2022-08-19,"$9,975",713,"$6,583",Other,Jucies
Kaine Padly,Milk Bars,2022-08-19,"$6,307",371,$657,Bars,Delish
Andria Kimpton,50% Dark Bites,2022-08-07,"$2,079",87,$249,Bites,Jucies
Andria Kimpton,50% Dark Bites,2022-08-17,"$4,816",186,$594,Bites,Jucies
Roddy Speechley,99% Dark & Pure,2022-08-03,"$13,426",1033,"$5,342",Bars,Delish
Andria Kimpton,50% Dark Bites,2022-08-26,"$5,775",231,$640,Bites,Jucies
Mallorie Waber,Milk Bars,2022-08-07,"$18,130",1008,"$1,993",Bars,Tempo
Gunar Cockshoot,Peanut Butter Cubes,2022-08-28,"$9,247",578,"$3,101",Bites,Yummies
Gigi Bohling,Manuka Honey Choco,2022-08-31,"$8,162",742,"$6,675",Other,Delish
Brien Boise,Mint Chip Choco,2022-08-14,$812,37,$86,Bars,Jucies
Brien Boise,Spicy Special Slims,2022-08-04,"$10,710",1339,"$12,947",Bites,Jucies
Barr Faughny,After Nines,2022-08-24,"$8,617",507,"$3,730",Bites,Yummies
Andria Kimpton,Peanut Butter Cubes,2022-08-28,"$10,731",826,"$4,276",Bites,Jucies
Beverie Moffet,99% Dark & Pure,2022-08-26,$980,76,$333,Bars,Jucies
Kelci Walkden,Mint Chip Choco,2022-08-25,"$1,393",67,$176,Bars,Yummies
Roddy Speechley,Raspberry Choco,2022-08-19,"$8,225",433,"$2,429",Bars,Delish
Oby Sorrel,Raspberry Choco,2022-08-12,"$3,339",197,"$1,334",Bars,Jucies
Roddy Speechley,99% Dark & Pure,2022-08-26,"$4,053",312,"$1,541",Bars,Delish
Wilone O'Kielt,Smooth Sliky Salty,2022-08-24,"$5,110",394,"$2,235",Bars,Delish
Karlen McCaffrey,50% Dark Bites,2022-08-18,"$4,557",163,$493,Bites,Yummies
Gunar Cockshoot,Manuka Honey Choco,2022-08-06,"$6,727",673,"$6,001",Other,Yummies
Madelene Upcott,85% Dark Bars,2022-08-18,"$4,774",531,$399,Bars,Jucies
Marney O'Breen,Almond Choco,2022-08-25,"$6,447",258,"$3,961",Bars,Yummies
Karlen McCaffrey,Mint Chip Choco,2022-08-26,"$6,034",263,$536,Bars,Yummies
Kelci Walkden,Drinking Coco,2022-08-04,"$15,372",3075,"$8,685",Other,Yummies
Gunar Cockshoot,Choco Coated Almonds,2022-08-24,"$4,753",251,"$3,426",Bites,Yummies
Marney O'Breen,99% Dark & Pure,2022-08-10,"$4,039",337,"$1,869",Bars,Yummies
Karlen McCaffrey,85% Dark Bars,2022-08-10,$735,105,$77,Bars,Yummies
Marney O'Breen,After Nines,2022-08-14,"$2,786",175,"$1,254",Bites,Yummies
Madelene Upcott,Choco Coated Almonds,2022-08-11,"$17,115",815,"$9,814",Bites,Jucies
Gigi Bohling,Drinking Coco,2022-08-14,"$4,774",955,"$2,319",Other,Delish
Oby Sorrel,Fruit & Nut Bars,2022-08-03,"$15,204",1383,"$2,490",Bars,Jucies
Roddy Speechley,Baker's Choco Chips,2022-08-25,"$6,111",291,"$2,000",Bars,Delish
Kelci Walkden,Fruit & Nut Bars,2022-08-04,$945,135,$250,Bars,Yummies
Karlen McCaffrey,70% Dark Bites,2022-08-06,"$1,960",86,$645,Bites,Yummies
Jan Morforth,Raspberry Choco,2022-08-25,"$9,156",509,"$3,352",Bars,Delish
